no,2_1,2_2
,3.6248927116394043,2.925358357
,2.962717056274414,2.542182209
,4.089937210083008,3.568051391
,2.993256092071533,3.187463371
,2.8457531929016113,2.26356801
,3.6989781856536865,4.438051703
,2.8233251571655273,2.382048328
,2.375250816345215,1.851889626
,3.3526148796081543,4.709519418
,4.453797340393066,4.253146487
,3.5847742557525635,4.698432144
,3.1623728275299072,3.195678456
,3.1601850986480713,2.459376493
,4.2645769119262695,3.346947098
,2.818683624267578,2.113349992
,4.5257720947265625,3.106147456
,5.536155700683594,8.798767335
,3.9944372177124023,4.49598751
,4.470746040344238,5.744793625
,4.494101524353027,4.530605941
,4.348733901977539,2.476605512
,3.3832321166992188,3.843107044
,7.583833694458008,10.72964151
,2.9529285430908203,2.997723351
,6.609811782836914,9.160604305
,3.378424644470215,3.1362388
,5.541179656982422,7.144877539
,3.6615560054779053,3.828928248
,3.102431297302246,3.251162475
,3.922670364379883,4.260730301
,4.353635787963867,4.819012687
,5.258324146270752,5.826202666
,3.327845573425293,3.842275708
,5.065704345703125,6.154931167
,5.472520351409912,6.864845197
,4.41802453994751,4.481568641
,3.838953971862793,3.536461475
,4.549030303955078,5.43444738
,3.559211254119873,3.811314169
,4.9475202560424805,8.406629365
,6.521834373474121,9.377842037
,5.7571916580200195,7.641477674
,4.8271942138671875,5.721954963
,3.8696703910827637,3.217428434
,4.2176713943481445,3.245407549
,4.573791027069092,3.867886662
,5.752517223358154,7.374904132
,5.46819543838501,7.413595359
,6.302091598510742,9.286373794
,7.860379695892334,12.95062632
,3.8921144008636475,3.92777299
,7.581158638000488,9.962785916
,5.822650909423828,5.877490407
,4.904496192932129,6.59519504
,5.486152648925781,8.863551368
,3.809849739074707,4.70121156
,5.667247772216797,6.591038913
,5.58797025680542,7.793373092
,5.618475914001465,7.380151265
,4.827192306518555,6.109165715
,4.01888370513916,3.660351811
,2.870535373687744,2.940750772
,3.6961569786071777,2.808630455
,4.16683292388916,4.057666384
,4.723828315734863,4.994937354
,3.6336050033569336,2.651958766
,3.6908633708953857,3.566759774
,3.263504981994629,2.525485032
,3.9012482166290283,3.377557769
,3.7936744689941406,3.111933974
,4.70496129989624,4.671934603
,3.039689064025879,3.227710417
,3.0775208473205566,2.716422417
,3.9473156929016113,3.119796063
,2.9247708320617676,3.111664363
,5.343683242797852,6.650303496
,5.1211748123168945,5.77189986
,6.180237293243408,8.244311458
,4.859322547912598,6.155404247
,5.030243396759033,5.99161894
,3.4010181427001953,4.126847484
,5.2954559326171875,6.451595264
,4.621621608734131,5.69069868
,5.184613227844238,7.447103319
,3.1266236305236816,3.391909815
,5.350546836853027,6.344193506
,3.6004881858825684,4.30923668
,4.578756809234619,5.514056635
,2.815704345703125,4.573176514
,6.871567726135254,8.105064163
,4.004062652587891,4.334600445
,5.849785804748535,6.462481203
,5.912408828735352,4.255993492
,4.376263618469238,3.564565562
,4.407342910766602,4.571519121
,5.112360000610352,4.929684018
,5.050380706787109,4.603561779
,3.7305750846862793,3.22880839
,2.3969836235046387,1.979022949
,7.038094997406006,6.032090202
,2.9749529361724854,2.087738048
,7.035669326782227,7.14374007
,3.3446006774902344,2.860811999
,2.4224958419799805,3.103458953
,4.5981245040893555,4.341215159
,3.668609619140625,4.265456802
,3.213381052017212,3.560386132
,5.255153656005859,5.050909051
,4.2232255935668945,3.685961376
,3.8844332695007324,3.938843571
,5.465470314025879,5.591148147
,6.0084004402160645,6.657098177
,5.7611846923828125,6.41006079
,3.727120876312256,3.902392245
,3.845709800720215,4.228735004
,5.043434143066406,4.728153135
,5.071750640869141,3.851711208
,5.5012922286987305,5.823398687
,7.1988654136657715,7.399745845
,2.4906272888183594,2.07210973
,4.561509609222412,3.270304883
,2.76007080078125,1.868074387
,4.260161876678467,2.851536734
,7.206561088562012,5.71712918
,6.563566207885742,5.231719674
,9.426528930664062,8.254799917
,5.284270286560059,4.849818631
,7.917276382446289,6.227503869
,4.013110160827637,2.900256776
,9.711631774902344,7.44834452
,3.6787383556365967,3.239789948
,9.031578063964844,7.48078776
,5.261931419372559,3.405743361
,5.842696189880371,5.010762019
,12.545547485351562,10.35070553
,3.0203754901885986,3.760328274
,4.173702716827393,4.593870818
,3.7921788692474365,4.229059202
,3.2381114959716797,3.144649058
,3.6364266872406006,3.538990148
,3.623234748840332,3.989366068
,4.311160087585449,4.599615252
,3.567148208618164,3.354915397
,5.156517028808594,5.071945431
,4.326223373413086,5.079530416
,4.580523490905762,4.817648172
,4.477420806884766,4.288264862
,3.9063591957092285,3.627356747
,4.311792373657227,3.705106358
,3.2512989044189453,2.433729304
,2.0047414302825928,2.043652122
,3.65960955619812,3.759108614
,3.9688408374786377,3.722964344
,3.5083556175231934,3.15796666
,7.17702579498291,6.893736216
,3.656144142150879,3.246081512
,5.8564066886901855,5.750299919
,3.9840598106384277,3.738384022
,7.011068344116211,6.63470147
,3.3229689598083496,2.347337596
,5.0932817459106445,4.592934197
,4.779872894287109,5.498079918
,6.077515602111816,6.473498316
,5.6549835205078125,4.578124701
,4.247719764709473,3.983783018
,3.6862664222717285,3.310655695
,2.8342485427856445,3.140114086
,1.954879641532898,2.099348814
,3.135833740234375,2.508301477
,4.319029808044434,3.796168405
,3.1796984672546387,3.802722404
,4.005789756774902,4.12935952
,2.641080379486084,3.625500682
,3.0107884407043457,3.019184748
,3.20266056060791,3.627283802
,3.9836549758911133,3.136801659
,4.645807266235352,4.000980752
,3.437190055847168,3.723708914
,2.267606258392334,1.867128477
,5.406340599060059,4.883755399
,5.701943397521973,8.061319885
,3.5536611080169678,4.025336779
,12.324943542480469,14.45211332
,6.956226348876953,8.265638739
,6.349045753479004,6.52309243
,7.599506378173828,7.655749908
,5.012972354888916,4.764784311
,3.5809884071350098,4.221473324
,10.195465087890625,10.22621418
,8.183375358581543,9.285607475
,3.9285988807678223,4.52424287
,7.098930835723877,8.857816369
,5.197353363037109,5.895401344
,3.2568702697753906,3.76125453
,3.3181464672088623,3.622929712
,5.020312786102295,5.754832009
,3.864285707473755,4.137683883
,3.1657962799072266,3.620234366
,2.9733853340148926,3.98039109
,4.224462985992432,4.116069578
,5.1268534660339355,6.035133135
,3.3222978115081787,3.563330579
,3.7752280235290527,4.42958014
,5.872849464416504,7.536365909
,4.6457977294921875,4.474409176
,2.6060290336608887,2.200940144
,3.2860255241394043,4.19994214
