0.7270 	0.5064 	0.9226 	0.5064 
0.6160 	0.1932 	0.9099 	0.1932 
0.8033 	0.4911 	0.4760 	0.4911 
0.1467 	0.0508 	0.9653 	0.0508 
0.8961 	0.4938 	0.9565 	0.4938 
0.5550 	0.4645 	0.9807 	0.4645 
0.8354 	0.4359 	0.9503 	0.4359 
0.6397 	0.3125 	0.9637 	0.3125 
0.9634 	0.6183 	0.9889 	0.6183 
0.8843 	0.6408 	0.4649 	0.6408 
0.8787 	0.5926 	0.8306 	0.5926 
0.7520 	0.4255 	0.9289 	0.4255 
0.7932 	0.4105 	0.8306 	0.4105 
0.2438 	0.1519 	0.8351 	0.1519 
0.5941 	0.3405 	0.7504 	0.3405 
0.8428 	0.5038 	0.9749 	0.5038 
0.9043 	0.5994 	0.9516 	0.5994 
0.8621 	0.6414 	0.7885 	0.6414 
0.6907 	0.4030 	0.6057 	0.4030 
0.9523 	0.7192 	0.9161 	0.7192 
0.5007 	0.2597 	0.8770 	0.2597 
0.1850 	0.0467 	0.9641 	0.0467 
0.9418 	0.6153 	0.6963 	0.6153 
0.6958 	0.3993 	0.7379 	0.3993 
0.2508 	0.2753 	0.6123 	0.2753 
0.6896 	0.3911 	0.9402 	0.3911 
0.6194 	0.3327 	0.9727 	0.3327 
0.9084 	0.5602 	0.9312 	0.5602 
0.9332 	0.4650 	0.9783 	0.4650 
0.2179 	0.5689 	0.8210 	0.7275 
0.8873 	0.7191 	0.9082 	0.7141 
0.9932 	0.8258 	0.9287 	0.7149 
0.9742 	0.7338 	0.9580 	0.8686 
0.6160 	0.3367 	0.8437 	0.6757 
0.9127 	0.7940 	0.9708 	0.7252 
0.9324 	0.3372 	0.9735 	0.7223 
0.4632 	0.3876 	0.9580 	0.8722 
0.5565 	0.5195 	0.1395 	0.0056 
0.4209 	0.2815 	0.8300 	0.7022 
0.6853 	0.3774 	0.6345 	0.3722 
0.2677 	0.2497 	0.8017 	0.6106 
0.8490 	0.4772 	0.7517 	0.6296 
0.4185 	0.3585 	0.4207 	0.2576 
0.8980 	0.4111 	0.8135 	0.6330 
0.4273 	0.3619 	0.0456 	0.0086 
0.8981 	0.4621 	0.8459 	0.5318 
0.8412 	0.2956 	0.7587 	0.4695 
0.9578 	0.6518 	0.4012 	0.2144 
0.8751 	0.7242 	0.3808 	0.2713 
0.6916 	0.4849 	0.8108 	0.6413 
0.9844 	0.7135 	0.4532 	0.2755 
0.9653 	0.8066 	0.9059 	0.7724 
0.9484 	0.4751 	0.8996 	0.5604 
0.0173 	0.0648 	0.1945 	0.1225 
0.8114 	0.6525 	0.8787 	0.6844 
0.9342 	0.3582 	0.8135 	0.5775 
0.4637 	0.3103 	0.9641 	0.7033 
0.3054 	0.2580 	0.9754 	0.8109 
0.9791 	0.8146 	0.9454 	0.8220 
0.3646 	0.5267 	0.8124 	0.7564 
0.9508 	0.6736 	0.9791 	0.8371 
0.1078 	0.0588 	0.9516 	0.8733 
0.8352 	0.5834 	0.7862 	0.6035 
0.0888 	0.1206 	0.7721 	0.7005 
0.4000 	0.3367 	0.6479 	0.3921 
0.9475 	0.6090 	0.8485 	0.6076 
0.8328 	0.5684 	0.8048 	0.5088 
0.8235 	0.5571 	0.1449 	0.0064 
0.6848 	0.2712 	0.2738 	0.1519 
0.7309 	0.3409 	0.9021 	0.5371 
0.9285 	0.5721 	0.9465 	0.8744 
0.9068 	0.5573 	0.8911 	0.6829 
0.9468 	0.8546 	0.7899 	0.6769 
0.4463 	0.2367 	0.8096 	0.6827 
0.8733 	0.7058 	0.3768 	0.2116 
0.8782 	0.6750 	0.8855 	0.5665 
0.2745 	0.0923 	0.7535 	0.5243 
0.9644 	0.7064 	0.7306 	0.3745 
0.8738 	0.5502 	0.9639 	0.7832 
0.4847 	0.1084 	0.2746 	0.3939 
0.8803 	0.6065 	0.8631 	0.7589 
0.4014 	0.2413 	0.8839 	0.7293 
0.6606 	0.4890 	0.3669 	0.2145 
0.3123 	0.1889 	0.8699 	0.7003 
0.7003 	0.4282 	0.9694 	0.6906 
0.8132 	0.4589 	0.0110 	0.0035 
0.7846 	0.4527 	0.6676 	0.3556 
0.4975 	0.1670 	0.9763 	0.7582 
0.6016 	0.2481 	0.9835 	0.8154 
0.9280 	0.6483 	0.9072 	0.5881 
0.1837 	0.1539 	0.9070 	0.6937 
0.6165 	0.3366 	0.7670 	0.6586 
0.3993 	0.2472 	0.8397 	0.7651 
0.1651 	0.1837 	0.7696 	0.6392 
0.7657 	0.5026 	0.9460 	0.8127 
0.0200 	0.0022 	0.8270 	0.7695 
0.9656 	0.7378 	0.9749 	0.9031 
0.4526 	0.1868 	0.9657 	0.7900 
0.9717 	0.7481 	0.8544 	0.6745 
0.8674 	0.6344 	0.8732 	0.7547 
0.4024 	0.2591 	0.8958 	0.6573 
0.8032 	0.4742 	0.9512 	0.8760 
0.8498 	0.5986 	0.7997 	0.7141 
0.4375 	0.2347 	0.9501 	0.8184 
0.1957 	0.0035 	0.9178 	0.6050 
0.9206 	0.7427 	0.8188 	0.8563 
0.5063 	0.1179 	0.8882 	0.7401 
0.9198 	0.6646 	0.6710 	0.4912 
0.4663 	0.2627 	0.9306 	0.7697 
0.7203 	0.5542 	0.7668 	0.4456 
0.7496 	0.4226 	0.9516 	0.8771 
0.5340 	0.2280 	0.9636 	0.7721 
0.1507 	0.1048 	0.8589 	0.5534 
0.0433 	0.3384 	0.9257 	0.8393 
0.7201 	0.4821 	0.4152 	0.4574 
0.9742 	0.9265 	0.0125 	0.0741 
0.9529 	0.7136 	0.9514 	0.8335 
0.9533 	0.8179 	0.8444 	0.6132 
0.8319 	0.7293 	0.5609 	0.3224 
0.8898 	0.5077 	0.9795 	0.8774 
0.7684 	0.5144 	0.4494 	0.3127 
0.8955 	0.6478 	0.8519 	0.7918 
0.2170 	0.0647 	0.5473 	0.3752 
0.8573 	0.5620 	0.9102 	0.6882 
0.5128 	0.3012 	0.9687 	0.7977 
0.9181 	0.7000 	0.9463 	0.9282 
0.5995 	0.3374 	0.9144 	0.8331 
0.9290 	0.7640 	0.9312 	0.8267 
0.9347 	0.6241 	0.8310 	0.7506 
0.6916 	0.4315 	0.8479 	0.6937 
0.8023 	0.4317 	0.8923 	0.8099 
0.9888 	0.5880 	0.9607 	0.8936 
0.8460 	0.6031 	0.9789 	0.7779 
0.8282 	0.5245 	0.6887 	0.4964 
0.8870 	0.5987 	0.4530 	0.1287 
0.7262 	0.4284 	0.8358 	0.7572 
0.3513 	0.1987 	0.7238 	0.5399 
0.6179 	0.3034 	0.8701 	0.7117 
0.8423 	0.4621 	0.5334 	0.2354 
0.2616 	0.1137 	0.6268 	0.3623 
0.1249 	0.1184 	0.9396 	0.8163 
0.8409 	0.4499 	0.0630 	0.0375 
0.7440 	0.2773 	0.8226 	0.5435 
0.6790 	0.3210 	0.9140 	0.6392 
0.5548 	0.3040 	0.0017  0.0248 
0.9183 	0.5603 	0.9206 	0.7421 
0.9345 	0.6201 	0.7549 	0.6264 
0.8698 	0.6361 	0.9224 	0.5767 
0.7840 	0.6033 	0.8853 	0.6863 
0.9703 	0.7289 	0.9209 	0.6406 
0.8465 	0.6363 	0.9660 	0.6925 
0.9543 	0.6708 	0.9467 	0.8461 
0.5497 	0.5226 	0.1636 	0.1505 
0.3911 	0.3209 	0.6925 	0.4306 
0.9625 	0.7720 	0.8681 	0.8040 
0.9711 	0.7851 	0.9275 	0.5648 
0.7817 	0.3682 	0.8152 	0.7921 
0.7357 	0.4644 	0.9643 	0.8808 
0.9632 	0.7859 	0.8474 	0.4914 
0.1546 	0.1373 	0.5897 	0.3926 
0.6868 	0.2691 	0.8704 	0.7632 
0.7710 	0.3915 	0.9116 	0.7279 
0.9836 	0.9007 	0.9442 	0.7112 
0.8255 	0.4881 	0.8432 	0.5611 
0.8549 	0.6815 	0.6630 	0.4265 
0.9419 	0.7349 	0.9748 	0.8703 
0.8728 	0.6369 	0.8955 	0.6203 
0.8380 	0.7928 	0.8172 	0.5376 
0.8108 	0.3764 	0.7580 	0.5193 
0.3870 	0.2243 	0.0700 	0.0507 
0.9551 	0.8070 	0.9488 	0.8320 
0.6828 	0.5063 	0.0855 	0.1821 
0.5093 	0.2219 	0.5019 	0.2413 
0.9480 	0.6513 	0.9496 	0.8165 
0.9160 	0.7391 	0.3062 	0.1098 
0.8905 	0.6052 	0.9282 	0.7509 
0.0730 	0.0316 	0.7999 	0.7493 
0.9190 	0.7574 	0.7175 	0.4773 
0.9179 	0.6900 	0.5564 	0.4747 
0.9573 	0.7952 	0.9532 	0.8856 
0.9280 	0.8577 	0.9689 	0.8258 
0.4849 	0.2557 	0.9770 	0.8895 
0.9866 	0.9292 	0.9153 	0.7761 
0.9132 	0.7276 	0.9162 	0.5476 
0.7900 	0.5332 	0.8652 	0.6499 
0.9368 	0.7202 	0.8781 	0.5776 
0.5330 	0.3752 	0.2560 	0.0918 
0.9104 	0.6380 	0.9566 	0.7339 
0.9924 	0.9190 	0.9081 	0.6680 
0.0143 	0.0077 	0.4498 	0.2348 
0.9589 	0.6822 	0.7469 	0.4907 
0.9648 	0.7087 	0.9767 	0.9057 
0.9796 	0.8093 	0.8729 	0.8195 
0.9502 	0.7114 	0.9591 	0.8542 
0.9299 	0.5351 	0.8867 	0.6120 
0.8896 	0.4803 	0.9299 	0.6496 
0.8480 	0.6206 	0.8852 	0.7159 
0.9693 	0.7525 	0.8154 	0.4629 
0.9279 	0.5483 	0.8874 	0.5739 
0.9587 	0.7471 	0.9553 	0.7876 
0.9233 	0.5990 	0.8340 	0.5435 
0.9041 	0.5880 	0.9480 	0.7509 
0.9382 	0.6970 	0.9295 	0.8329 
0.9876 	0.9446 	0.9051 	0.6838 
0.9029 	0.7367 	0.8873 	0.6570 
0.8650 	0.5312 	0.6132 	0.3495 
0.8132 	0.4997 	0.9609 	0.8068 
0.9673 	0.8247 	0.8249 	0.6868 
0.9388 	0.7743 	0.9328 	0.6716 
0.6533 	0.4777 	0.9291 	0.6822 
0.7945 	0.5640 	0.9111 	0.6906 
0.8053 	0.7020 	0.8531 	0.5567 
0.7440 	0.4653 	0.9790 	0.7828 
0.4878 	0.2400 	0.8342 	0.5157 
0.9629 	0.6791 	0.7420 	0.4030 
0.4383 	0.2610 	0.9249 	0.6520 
0.8620 	0.4914 	0.8041 	0.5688 
0.2977 	0.1049 	0.7392 	0.4972 
0.9144 	0.7188 	0.8593 	0.4864 
0.8878 	0.5252 	0.8911 	0.7593 
0.4817 	0.1550 	0.8265 	0.6805 
0.9771 	0.7047 	0.9475 	0.9133 
0.8713 	0.6305 	0.2294 	0.1896 
0.8111 	0.4872 	0.9541 	0.9272 
0.8825 	0.6714 	0.9137 	0.8158 
0.9261 	0.6044 	0.9513 	0.8454 
0.9170 	0.6923 	0.9717 	0.6990 
0.9301 	0.6580 	0.9023 	0.8039 
0.9842 	0.8438 	0.9862 	0.6692 
0.7321 	0.5797 	0.4405 	0.2174 
0.8665 	0.5821 	0.9854 	0.8916 
0.8297 	0.6019 	0.9696 	0.9384 
0.7467 	0.4333 	0.2681 	0.3675 
0.7528 	0.5089 	0.9125 	0.7273 
0.8544 	0.6015 	0.9695 	0.8075 
0.7159 	0.4241 	0.9709 	0.8716 
0.9289 	0.6565 	0.9691 	0.9573 
0.8754 	0.5561 	0.9288 	0.6369 
0.4524 	0.2570 	0.2220 	0.0907 
0.6758 	0.3904 	0.3037 	0.1742 
0.4817 	0.3238 	0.5786 	0.5640 
0.3980 	0.1758 	0.6559 	0.3679 
0.8274 	0.5667 	0.8225 	0.7125 
0.4034 	0.1825 	0.9782 	0.8104 
0.8434 	0.5036 	0.9129 	0.7042 
0.9753 	0.7772 	0.9267 	0.7864 
0.9205 	0.5784 	0.9572 	0.8467 
0.8682 	0.7271 	0.2507 	0.1641 
0.8317 	0.5152 	0.9507 	0.7825 
0.9229 	0.7494 	0.9525 	0.8265 
0.6071 	0.4572 	0.8113 	0.7876 
0.8342 	0.6797 	0.8960 	0.6218 
0.9069 	0.7002 	0.9237 	0.7557 
0.9207 	0.7032 	0.8654 	0.6731 
0.2209 	0.1972 	0.8438 	0.5696 
0.8739 	0.6056 	0.8864 	0.6133 
0.8882 	0.6332 	0.9834 	0.8589 
0.1333 	0.0704 	0.7785 	0.4121 
0.9309 	0.8133 	0.8382 	0.7937 
0.9559 	0.5880 	0.9593 	0.6420 
0.8884 	0.7796 	0.8205 	0.5152 
0.4953 	0.2517 	0.5271 	0.4928 
0.8224 	0.4910 	0.8403 	0.7257 
0.7455 	0.3146 	0.3543 	0.1965 
0.8926 	0.5372 	0.7302 	0.6042 
0.8697 	0.7066 	0.8192 	0.7255 
0.7664 	0.3356 	0.5151 	0.3955 
0.8938 	0.6681 	0.1421 	0.1122 
0.9185 	0.5294 	0.9259 	0.7912 
0.9548 	0.7294 	0.9900 	0.9267 
0.8915 	0.6646 	0.8985 	0.7234 
0.9082 	0.7898 	0.8406 	0.5527 
0.9075 	0.7143 	0.6232 	0.2424 
0.7639 	0.3582 	0.9408 	0.7661 
0.9691 	0.7643 	0.9368 	0.8399 
0.4671 	0.3320 	0.8746 	0.6461 
0.9732 	0.6095 	0.9686 	0.7838 
0.8626 	0.7025 	0.9167 	0.6846 
0.9467 	0.7988 	0.7785 	0.4615 
0.7980 	0.7755 	0.9484 	0.8418 
0.8500 	0.5414 	0.9705 	0.8510 
0.8837 	0.7151 	0.9379 	0.7008 
0.7931 	0.5664 	0.9069 	0.7695 
0.9541 	0.7975 	0.7869 	0.4662 
0.3242 	0.1478 	0.6726 	0.4778 
0.9651 	0.8049 	0.8003 	0.5317 
0.5008 	0.1966 	0.9750 	0.9138 
0.8852 	0.6662 	0.8521 	0.5609 
0.6985 	0.3988 	0.9599 	0.8071 
0.9622 	0.8415 	0.7104 	0.4150 
0.9684 	0.8255 	0.9183 	0.4265 
0.9313 	0.7390 	0.7956 	0.4334 
0.9188 	0.6030 	0.9728 	0.8472 
0.8206 	0.6143 	0.9130 	0.6757 
0.4923 	0.2500 	0.9151 	0.7690 
0.2562 	0.0382 	0.8819 	0.8229 
0.1475 	0.0235 	0.9408 	0.8019 
0.7203 	0.3923 	0.9397 	0.8104 
0.7572 	0.4091 	0.8450 	0.6723 
0.1967 	0.1818 	0.9602 	0.8804 
0.8078 	0.5919 	0.8908 	0.5522 
0.8109 	0.7034 	0.7757 	0.5317 
0.7242 	0.4442 	0.9527 	0.8496 
0.6477 	0.3703 	0.9782 	0.7846 
0.9117 	0.6574 	0.7326 	0.6684 
0.8746 	0.6330 	0.8486 	0.6840 
0.6697 	0.3675 	0.9817 	0.9442 
0.7826 	0.4985 	0.9544 	0.8708 
0.9387 	0.7622 	0.4555 	0.2758 
0.8516 	0.5792 	0.9716 	0.8019 
0.7001 	0.4646 	0.8998 	0.6572 
0.7289 	0.3653 	0.8441 	0.5580 
0.9213 	0.5275 	0.9376 	0.7456 
0.5578 	0.3388 	0.5174 	0.4911 
0.8874 	0.5190 	0.9052 	0.8225 
0.8300 	0.7375 	0.7634 	0.4287 
0.4183 	0.3480 	0.7559 	0.4841 
0.8131 	0.5363 	0.9486 	0.7385 
0.9497 	0.8009 	0.8938 	0.7764 
0.9159 	0.7931 	0.3044 	0.3876 
0.5823 	0.3990 	0.8341 	0.4880 
0.2228 	0.1783 	0.6583 	0.4499 
0.6354 	0.5035 	0.5983 	0.4821 
0.8862 	0.6850 	0.9112 	0.6678 
0.9163 	0.7253 	0.8254 	0.6463 
0.8616 	0.5494 	0.9587 	0.7841 
0.2495 	0.1103 	0.5459 	0.4634 
0.8046 	0.5624 	0.9388 	0.8940 
0.5830 	0.3329 	0.8959 	0.5691 
0.8909 	0.6277 	0.8705 	0.6534 
0.9798 	0.8046 	0.3661 	0.1317 
0.9681 	0.5568 	0.8370 	0.7404 
0.4449 	0.1902 	0.5522 	0.3336 
0.9635 	0.7295 	0.9694 	0.6989 
0.9727 	0.9517 	0.8842 	0.7252 
0.9529 	0.7314 	0.9914 	0.7947 
0.8492 	0.6934 	0.9119 	0.6077 
0.7388 	0.5613 	0.8787 	0.7489 
0.9806 	0.7860 	0.8705 	0.5827 
0.5648 	0.3282 	0.8531 	0.5468 
0.8192 	0.5511 	0.7933 	0.6568 
0.9449 	0.8030 	0.7995 	0.6102 
0.9143 	0.7790 	0.6310 	0.7193 
0.9201 	0.6725 	0.9713 	0.8656 
0.8950 	0.4770 	0.9887 	0.8620 
0.7007 	0.5750 	0.1989 	0.1490 
0.8497 	0.6104 	0.7039 	0.3632 
0.7841 	0.4439 	0.8823 	0.5772 
0.6872 	0.5966 	0.1120 	0.0432 
0.6548 	0.5574 	0.7171 	0.5736 
0.6962 	0.3145 	0.8389 	0.5164 
0.5658 	0.3728 	0.1933 	0.0615 
0.6774 	0.4250 	0.4161 	0.3230 
0.7020 	0.4041 	0.7895 	0.5285 
0.9387 	0.7707 	0.5294 	0.3983 
0.8869 	0.6236 	0.7153 	0.3828 
0.8764 	0.5952 	0.9173 	0.7840 
0.9715 	0.6765 	0.9166 	0.7396 
0.8075 	0.4633 	0.7679 	0.4416 
0.8596 	0.5068 	0.9653 	0.8512 
0.6412 	0.3585 	0.7444 	0.5337 
0.8637 	0.7181 	0.9443 	0.9368 
0.0166  0.0463 	0.8995 	0.5752 
0.3309 	0.0911 	0.7095 	0.4883 
0.7887 	0.4750 	0.9494 	0.7488 
0.4430 	0.3644 	0.9246 	0.6337 
0.7833 	0.5007 	0.9894 	0.6885 
0.0363  0.0204  0.9710 	0.8328 
0.0718 	0.0036  0.3178 	0.2240 
0.0045  0.0169  0.9625 	0.7988 
0.8055 	0.5888 	0.9365 	0.8172 
