16.64409782,17.70800007,18.7885001,16.8427495,17.84799934,18.43949068,1.201506
17.24939884,18.16860013,19.1002995,17.30864643,18.23859916,18.64447535,1.25739
17.14870088,18.13549863,19.27969797,16.89248523,17.90550144,18.5602049,1.154936
16.94350096,17.86340014,18.92370173,16.86469264,17.88339995,18.52985743,1.21082
17.03230304,17.94560102,19.07720248,16.75548827,17.83559902,18.8910257,1.527496
30.57859966,22.73659945,20.38259808,30.9994382,22.35660238,19.82163535,1.005912
30.63459846,22.76549777,20.39950144,30.71025264,22.44550034,19.77198268,0.74512
30.00379474,21.99339892,20.10999795,30.87814876,22.25340181,19.78027125,0.69855
30.03979904,22.01230132,20.10180118,30.5716738,22.31230006,19.65881947,0.679922
31.14960456,21.73060158,19.85659972,31.04538826,21.96060041,19.3860407,0.521584
18.54899792,13.3594992,7.457399884,19.22630652,13.55950073,7.311212369,0.856888
19.21380138,13.748499,7.37950034,19.68282179,13.88849994,7.09774438,1.126994
19.34360016,13.46109953,7.265499754,19.46830454,13.58110043,6.808500092,0.987284
19.29039911,13.46109953,7.241400581,19.03330871,13.46109953,6.924629892,0.763748
20.00099784,13.83129956,7.517301465,19.45702419,13.66129973,7.32405836,0.717178
31.55949507,26.97369807,14.15969837,32.42641264,27.22370031,13.95455634,0.88483
34.85039623,29.96039733,15.41479983,35.36818606,29.7804015,14.61638496,1.005912
35.8587949,29.04349928,13.84259762,36.83521229,29.47350084,13.49385206,0.707864
32.51969179,27.32069735,14.06889652,33.39088989,28.0607017,13.78790492,0.959342
33.79769994,28.15670138,13.94890196,33.51486117,28.27670049,13.88441979,0.801004
57.08429592,56.98289921,34.14429869,57.25918178,56.64289253,33.38677075,0.828946
56.43920591,56.20440554,33.71210614,56.33759038,55.67439307,32.02590407,0.903458
55.72530122,55.5203051,32.57029968,55.642718,55.17029752,31.24988139,0.735806
56.18330234,55.94060232,33.46819838,55.6144622,55.15060332,31.21894109,1.126994
58.29379995,58.20029554,35.568501,58.20817581,58.51030158,35.47807276,0.754434
60.80241179,67.24990588,30.30910234,61.17282018,66.8098941,29.41667432,1.173564
62.29109637,68.93129608,30.37029846,63.43944824,69.76129232,29.34692185,0.735806
62.94120722,69.49790518,30.10239825,64.11795113,70.57790138,28.27519545,0.9314
63.65010292,69.9655968,29.60609584,64.10679692,70.57560119,28.28960413,0.549526
63.72170474,70.19010488,30.94210356,63.24809838,70.44009916,30.74872462,0.950028
29.30200532,36.77780193,22.22489684,29.32747241,36.25780467,21.74347891,1.089738
30.0935039,36.20990004,22.05550219,30.25009443,35.95989877,21.60314308,0.987284
30.1979021,36.35459693,22.1619979,30.33342966,36.51459594,21.20404918,0.754434
30.23200296,36.05250127,22.16390386,30.21301769,36.38250433,21.15551456,0.83826
28.11949644,34.14819609,21.13859311,27.82715886,34.30820477,20.55096708,1.061796
20.08839892,29.04349928,21.16869653,20.69874122,29.26350177,21.30211808,0.79169
20.65730192,28.9982007,21.99810205,20.90167506,28.96819692,21.32258282,1.11768
20.61640274,28.93020034,21.92350207,20.79301307,29.17019924,21.37720013,0.642666
20.66280178,28.98680045,22.00529946,20.65978048,29.18679983,21.23093284,0.707864
20.45230394,28.93020034,21.762001,20.02055367,28.94020075,21.07166765,0.642666
15.94160203,23.38820275,25.13930446,16.42284824,23.52819979,24.99346882,0.83826
15.82240081,23.23150284,24.99530406,16.14121459,23.24149959,24.08164983,1.266704
15.85280002,23.25110022,25.00410003,15.71557195,23.1310995,23.99482574,0.847574
15.88429943,23.29019782,25.04010168,15.68429639,23.24020132,23.97301163,0.959342
16.22750462,23.38820275,24.97450517,15.84244931,23.44820071,25.02123384,0.875516
16.79849787,21.50699869,28.23999674,16.88029645,21.29700016,27.9845728,0.875516
16.5668,20.7185,28.1457,16.9581,20.8285,27.8674,1.201506
16.5556,20.7094,28.1409,16.9857,20.9294,27.5857,1.25739
16.6455,20.5199,28.4108,16.8754,20.7299,27.7440,1.173564
16.7195,20.6190,28.5835,16.5435,20.6890,28.0987,1.182878
23.3380,29.2140,54.2828,23.6726,29.1040,53.9291,0.996598
24.7486,30.3675,55.8137,25.0356,30.2475,54.0897,1.238762
23.2603,28.9642,55.8309,23.5564,28.9642,53.7507,1.061796
23.5917,29.4766,56.9904,23.2767,29.1366,54.1868,0.847574
23.5607,29.1912,55.7215,23.3299,29.2112,54.3776,1.07111
7.8352,9.0602,21.1356,8.0328,9.0802,21.0982,1.015226
8.0539,9.2599,23.2023,8.3050,9.3899,22.3903,0.959342
8.2356,9.1755,23.3558,8.0938,9.0355,21.8551,0.689236
7.1989,7.7610,19.6529,7.2234,7.8510,18.7773,0.735806
8.0690,9.1020,21.1454,7.9491,9.1620,21.1999,0.940714
17.2306,16.0806,36.4514,17.4816,16.1406,36.2794,1.126994
